[01:03:29.842] [info] [LogGLFWWindow] Resize: width=956, height=761
[01:03:29.857] [info] [LogGLFWWindow] Resize: width=944, height=756
[01:03:29.870] [info] [LogGLFWWindow] Resize: width=933, height=751
[01:03:29.887] [info] [LogGLFWWindow] Resize: width=920, height=744
[01:03:29.902] [info] [LogGLFWWindow] Resize: width=908, height=738
[01:03:29.918] [info] [LogGLFWWindow] Resize: width=903, height=735
[01:03:29.933] [info] [LogGLFWWindow] Resize: width=891, height=728
[01:03:29.950] [info] [LogGLFWWindow] Resize: width=880, height=722
[01:03:29.962] [info] [LogGLFWWindow] Resize: width=869, height=717
[01:03:29.976] [info] [LogGLFWWindow] Resize: width=860, height=713
[01:03:29.992] [info] [LogGLFWWindow] Resize: width=853, height=710
[01:03:30.008] [info] [LogGLFWWindow] Resize: width=847, height=707
[01:03:30.025] [info] [LogGLFWWindow] Resize: width=842, height=705
[01:03:30.037] [info] [LogGLFWWindow] Resize: width=840, height=704
[01:03:30.053] [info] [LogGLFWWindow] Resize: width=835, height=701
[01:03:30.067] [info] [LogGLFWWindow] Resize: width=831, height=700
[01:03:30.083] [info] [LogGLFWWindow] Resize: width=828, height=698
[01:03:30.100] [info] [LogGLFWWindow] Resize: width=826, height=698
[01:03:30.112] [info] [LogGLFWWindow] Resize: width=825, height=697
[01:03:30.261] [info] [LogGLFWWindow] Resize: width=827, height=698
[01:03:30.276] [info] [LogGLFWWindow] Resize: width=829, height=699
[01:03:30.292] [info] [LogGLFWWindow] Resize: width=837, height=702
[01:03:30.309] [info] [LogGLFWWindow] Resize: width=850, height=705
[01:03:30.325] [info] [LogGLFWWindow] Resize: width=867, height=709
[01:03:30.337] [info] [LogGLFWWindow] Resize: width=889, height=714
[01:03:30.353] [info] [LogGLFWWindow] Resize: width=914, height=719
[01:03:30.369] [info] [LogGLFWWindow] Resize: width=935, height=722
[01:03:30.385] [info] [LogGLFWWindow] Resize: width=949, height=723
[01:03:30.400] [info] [LogGLFWWindow] Resize: width=955, height=723
[01:03:30.410] [info] [LogGLFWWindow] Resize: width=966, height=724
[01:03:30.426] [info] [LogGLFWWindow] Resize: width=974, height=724
[01:03:30.442] [info] [LogGLFWWindow] Resize: width=980, height=725
[01:03:30.458] [info] [LogGLFWWindow] Resize: width=986, height=725
[01:03:30.476] [info] [LogGLFWWindow] Resize: width=990, height=726
[01:03:30.486] [info] [LogGLFWWindow] Resize: width=993, height=726
[01:03:30.501] [info] [LogGLFWWindow] Resize: width=995, height=727
[01:03:30.531] [info] [LogGLFWWindow] Resize: width=996, height=727
[01:03:30.561] [info] [LogGLFWWindow] Resize: width=998, height=728
[01:03:30.576] [info] [LogGLFWWindow] Resize: width=1000, height=729
[01:03:30.592] [info] [LogGLFWWindow] Resize: width=1002, height=730
[01:03:30.608] [info] [LogGLFWWindow] Resize: width=1006, height=732
[01:03:30.626] [info] [LogGLFWWindow] Resize: width=1012, height=735
[01:03:30.637] [info] [LogGLFWWindow] Resize: width=1014, height=737
[01:03:30.652] [info] [LogGLFWWindow] Resize: width=1020, height=741
[01:03:30.667] [info] [LogGLFWWindow] Resize: width=1026, height=745
[01:03:30.684] [info] [LogGLFWWindow] Resize: width=1032, height=750
[01:03:30.700] [info] [LogGLFWWindow] Resize: width=1037, height=756
[01:03:30.712] [info] [LogGLFWWindow] Resize: width=1043, height=762
[01:03:30.727] [info] [LogGLFWWindow] Resize: width=1047, height=768
[01:03:30.742] [info] [LogGLFWWindow] Resize: width=1053, height=775
[01:03:30.758] [info] [LogGLFWWindow] Resize: width=1056, height=779
[01:03:30.774] [info] [LogGLFWWindow] Resize: width=1063, height=787
[01:03:30.788] [info] [LogGLFWWindow] Resize: width=1068, height=795
[01:03:30.802] [info] [LogGLFWWindow] Resize: width=1070, height=799
[01:03:30.819] [info] [LogGLFWWindow] Resize: width=1073, height=804
[01:03:30.836] [info] [LogGLFWWindow] Resize: width=1074, height=808
[01:03:30.845] [info] [LogGLFWWindow] Resize: width=1074, height=811
[01:03:30.861] [info] [LogGLFWWindow] Resize: width=1075, height=813
[01:03:30.875] [info] [LogGLFWWindow] Resize: width=1075, height=814
[01:03:30.891] [info] [LogGLFWWindow] Resize: width=1075, height=815
[01:03:30.980] [info] [LogGLFWWindow] Resize: width=1074, height=815
[01:03:30.981] [info] [LogGLFWWindow] Resize: width=1071, height=813
[01:03:30.995] [info] [LogGLFWWindow] Resize: width=1069, height=812
[01:03:31.011] [info] [LogGLFWWindow] Resize: width=1064, height=810
[01:03:31.025] [info] [LogGLFWWindow] Resize: width=1058, height=808
[01:03:31.041] [info] [LogGLFWWindow] Resize: width=1053, height=807
[01:03:31.058] [info] [LogGLFWWindow] Resize: width=1048, height=806
[01:03:31.071] [info] [LogGLFWWindow] Resize: width=1046, height=805
[01:03:31.086] [info] [LogGLFWWindow] Resize: width=1045, height=805
[01:03:34.028] [info] [LogGLFWWindow] Resize: width=1037, height=805
[01:03:34.046] [info] [LogGLFWWindow] Resize: width=1035, height=805
[01:03:34.061] [info] [LogGLFWWindow] Resize: width=1032, height=805
[01:03:34.071] [info] [LogGLFWWindow] Resize: width=1030, height=805
[01:03:34.088] [info] [LogGLFWWindow] Resize: width=1026, height=805
[01:03:34.101] [info] [LogGLFWWindow] Resize: width=1020, height=805
[01:03:34.119] [info] [LogGLFWWindow] Resize: width=1015, height=805
[01:03:34.136] [info] [LogGLFWWindow] Resize: width=1004, height=805
[01:03:34.145] [info] [LogGLFWWindow] Resize: width=989, height=805
[01:03:34.161] [info] [LogGLFWWindow] Resize: width=974, height=805
[01:03:34.185] [info] [LogGLFWWindow] Resize: width=964, height=805
[01:03:34.191] [info] [LogGLFWWindow] Resize: width=958, height=805
[01:03:34.208] [info] [LogGLFWWindow] Resize: width=955, height=805
[01:03:34.220] [info] [LogGLFWWindow] Resize: width=953, height=805
[01:03:34.295] [info] [LogGLFWWindow] Resize: width=952, height=805
[01:03:34.310] [info] [LogGLFWWindow] Resize: width=950, height=805
[01:03:34.326] [info] [LogGLFWWindow] Resize: width=947, height=805
[01:03:34.344] [info] [LogGLFWWindow] Resize: width=943, height=805
[01:03:34.358] [info] [LogGLFWWindow] Resize: width=940, height=805
[01:03:34.378] [info] [LogGLFWWindow] Resize: width=934, height=805
[01:03:34.387] [info] [LogGLFWWindow] Resize: width=928, height=805
[01:03:34.403] [info] [LogGLFWWindow] Resize: width=923, height=805
[01:03:34.418] [info] [LogGLFWWindow] Resize: width=919, height=805
[01:03:34.434] [info] [LogGLFWWindow] Resize: width=917, height=805
[01:03:34.462] [info] [LogGLFWWindow] Resize: width=916, height=805
[01:03:36.354] [info] [LogGLFWWindow] Resize: width=927, height=805
[01:03:36.368] [info] [LogGLFWWindow] Resize: width=930, height=805
[01:03:36.387] [info] [LogGLFWWindow] Resize: width=934, height=805
[01:03:36.403] [info] [LogGLFWWindow] Resize: width=938, height=805
[01:03:36.412] [info] [LogGLFWWindow] Resize: width=940, height=805
[01:03:36.426] [info] [LogGLFWWindow] Resize: width=945, height=805
[01:03:36.442] [info] [LogGLFWWindow] Resize: width=950, height=805
[01:03:36.459] [info] [LogGLFWWindow] Resize: width=954, height=805
[01:03:36.476] [info] [LogGLFWWindow] Resize: width=959, height=805
[01:03:36.487] [info] [LogGLFWWindow] Resize: width=964, height=805
[01:03:36.506] [info] [LogGLFWWindow] Resize: width=966, height=805
[01:03:36.517] [info] [LogGLFWWindow] Resize: width=970, height=805
[01:03:36.518] [info] [LogGLFWWindow] Resize: width=982, height=805
[01:03:36.534] [info] [LogGLFWWindow] Resize: width=992, height=805
[01:03:36.553] [info] [LogGLFWWindow] Resize: width=1008, height=805
[01:03:36.562] [info] [LogGLFWWindow] Resize: width=1020, height=805
[01:03:36.577] [info] [LogGLFWWindow] Resize: width=1027, height=805
[01:03:36.601] [info] [LogGLFWWindow] Resize: width=1031, height=805
[01:03:36.608] [info] [LogGLFWWindow] Resize: width=1032, height=805
[01:03:36.624] [info] [LogGLFWWindow] Resize: width=1033, height=805
[01:03:36.847] [info] [LogGLFWWindow] Resize: width=1032, height=805
[01:03:36.862] [info] [LogGLFWWindow] Resize: width=1031, height=805
[01:03:36.890] [info] [LogGLFWWindow] Resize: width=1030, height=805
[01:03:36.920] [info] [LogGLFWWindow] Resize: width=1029, height=805
[01:03:36.935] [info] [LogGLFWWindow] Resize: width=1028, height=805
[01:03:36.981] [info] [LogGLFWWindow] Resize: width=1027, height=805
[01:03:36.995] [info] [LogGLFWWindow] Resize: width=1026, height=805
[01:03:37.026] [info] [LogGLFWWindow] Resize: width=1024, height=805
[01:03:37.043] [info] [LogGLFWWindow] Resize: width=1023, height=805
[01:03:37.059] [info] [LogGLFWWindow] Resize: width=1021, height=805
[01:03:37.071] [info] [LogGLFWWindow] Resize: width=1020, height=805
[01:03:37.086] [info] [LogGLFWWindow] Resize: width=1019, height=805
[01:03:37.116] [info] [LogGLFWWindow] Resize: width=1018, height=805
[01:03:37.551] [info] [LogGLFWWindow] Resize: width=1019, height=805
[01:03:37.568] [info] [LogGLFWWindow] Resize: width=1021, height=805
[01:03:37.586] [info] [LogGLFWWindow] Resize: width=1022, height=805
[01:03:37.596] [info] [LogGLFWWindow] Resize: width=1024, height=805
[01:03:37.626] [info] [LogGLFWWindow] Resize: width=1026, height=805
[01:03:37.898] [info] [LogGLFWWindow] Resize: width=1027, height=805
[01:03:37.912] [info] [LogGLFWWindow] Resize: width=1028, height=805
[01:03:37.942] [info] [LogGLFWWindow] Resize: width=1029, height=805
[01:03:38.001] [info] [LogGLFWWindow] Resize: width=1030, height=805
[01:03:38.078] [info] [LogGLFWWindow] Resize: width=1029, height=805
[01:03:38.107] [info] [LogGLFWWindow] Resize: width=1028, height=805
[01:03:38.125] [info] [LogGLFWWindow] Resize: width=1026, height=805
[01:03:38.137] [info] [LogGLFWWindow] Resize: width=1025, height=805
[01:03:38.152] [info] [LogGLFWWindow] Resize: width=1024, height=805
